time,flux,err,mask,centroid_y,psf_width_y
5.991455115476419451e+04,9.976793496618470147e-01,2.911341828101836793e-04,0.000000000000000000e+00,2.522879734393958628e+01,1.177821533679284105e+00
5.991455127442655794e+04,9.976731003836226686e-01,2.911707685379896424e-04,0.000000000000000000e+00,2.521874713924387379e+01,1.182035651593370762e+00
5.991455139408891409e+04,9.975711988876795333e-01,2.911629843405841148e-04,0.000000000000000000e+00,2.522314815255074194e+01,1.188701001430737536e+00
5.991455151375127025e+04,9.971158943313370715e-01,2.910955420542627532e-04,0.000000000000000000e+00,2.522475842037426119e+01,1.187786170670528829e+00
5.991455163341363368e+04,9.977947700045612933e-01,2.911934361208345164e-04,0.000000000000000000e+00,2.522967599911754633e+01,1.183401643363891198e+00
5.991455175307598984e+04,9.977171004037734825e-01,2.911812616360922429e-04,0.000000000000000000e+00,2.521958147011320861e+01,1.182665275173666819e+00
5.991455187273835327e+04,9.980328802585364256e-01,2.912387090129449590e-04,0.000000000000000000e+00,2.522433146468462439e+01,1.185642668332346439e+00
5.991455199240070942e+04,9.979969787928192337e-01,2.912401101684779746e-04,0.000000000000000000e+00,2.522660151110866167e+01,1.179576356502975765e+00
5.991455211206306558e+04,9.974159234542490093e-01,2.911559785629191455e-04,0.000000000000000000e+00,2.521585106023076150e+01,1.175582114976512216e+00
5.991455223172543629e+04,9.971386595591542612e-01,2.910564031097078179e-04,0.000000000000000000e+00,2.522996624883203509e+01,1.186728322546898529e+00
5.991455235138778517e+04,9.972651117909786533e-01,2.911149091374076411e-04,0.000000000000000000e+00,2.523199150095502219e+01,1.182690839960104823e+00
5.991455247105014860e+04,9.972527407708202674e-01,2.911474782193523110e-04,0.000000000000000000e+00,2.522446816883998721e+01,1.182435040157395978e+00
5.991455259071251203e+04,9.975775757021940748e-01,2.911179605427906226e-04,0.000000000000000000e+00,2.522562236976653338e+01,1.176928935820500177e+00
